,Price,company,name,year,kms_driven,transmission,fuel_type
2258,769.000.000 đ,Hyundai,Tucson,2019.0,40000.0,Tự động,Dầu
2261,450.000.000 đ,Chevrolet,Colorado,2017.0,103209.0,Bán tự động,Dầu
2263,2.789.000.000 đ,Mercedes Benz,E Class,2022.0,389.0,Tự động,Xăng
2264,350.000.000 đ,Hyundai,Accent,2018.0,58000.0,Số sàn,Xăng
2265,65.000.000 đ,Daewoo,Lanos,2002.0,250000.0,Số sàn,Xăng
2266,650.000.000 đ,Mercedes Benz,GL Class,2008.0,100000.0,Tự động,Xăng
2267,320.000.000 đ,Vinfast,Fadil,2020.0,42000.0,Tự động,Xăng
2268,660.000.000 đ,Chevrolet,Trailblazer,2018.0,66656.0,Tự động,Xăng
2269,305.000.000 đ,Chevrolet,Cruze,2015.0,35000.0,Tự động,Xăng
2270,2.729.000.000 đ,Mercedes Benz,GLB,2022.0,33.0,Tự động,Xăng
2271,820.000.000 đ,Peugeot,2008,2022.0,12000.0,Tự động,Xăng
2272,120.000.000 đ,Kia,Morning,2012.0,19.0,Số sàn,Xăng
2273,675.000.000 đ,Mazda,CX 5,2018.0,32000.0,Tự động,Xăng
2274,635.000.000 đ,Toyota,Camry,2015.0,66000.0,Tự động,Xăng
2275,499.000.000 đ,Hyundai,Genesis,2012.0,1.0,Tự động,Xăng
2276,995.000.000 đ,Hyundai,Tucson,2022.0,26000.0,Tự động,Xăng
2277,267.000.000 đ,Toyota,Innova,2013.0,100000.0,Số sàn,Xăng
2278,328.000.000 đ,Honda,Civic,2009.0,98000.0,Tự động,Xăng
2279,536.000.000 đ,Ford,EcoSport,2021.0,49000.0,Tự động,Xăng
2280,570.000.000 đ,Volkswagen,New Beetle,2004.0,60000.0,Tự động,Xăng
2281,788.000.000 đ,BMW,5 Series,2016.0,43000.0,Tự động,Xăng
2282,350.000.000 đ,Mercedes Benz,C Class,2011.0,180800.0,Tự động,Xăng
2283,123.456.789 đ,Toyota,Vios,2020.0,47000.0,Tự động,Xăng
2284,535.000.000 đ,Kia,Sorento,2014.0,100000.0,Tự động,Xăng
2285,2.698.000.000 đ,Mercedes Benz,S Class,2019.0,50000.0,Tự động,Xăng
2286,229.000.000 đ,Kia,Morning,2015.0,100000.0,Tự động,Xăng
2287,575.000.000 đ,Kia,Cerato,2020.0,18000.0,Tự động,Xăng
2288,468.000.000 đ,Honda,City,2020.0,38000.0,Tự động,Xăng
2289,565.000.000 đ,Mitsubishi,Xpander Cross,2020.0,50000.0,Tự động,Xăng
2290,380.000.000 đ,Toyota,Land Cruiser,1999.0,50000.0,Số sàn,Xăng
2291,368.000.000 đ,Hyundai,Accent,2019.0,60000.0,Số sàn,Xăng
2293,275.000.000 đ,Hyundai,Grand i10,2017.0,47000.0,Số sàn,Xăng
2294,929.000.000 đ,Lexus,RX,2009.0,60000.0,Tự động,Xăng
2295,515.000.000 đ,Mitsubishi,Xpander,2020.0,60000.0,Tự động,Xăng
2296,323.000.000 đ,Toyota,Wigo,2019.0,53000.0,Tự động,Xăng
2297,265.000.000 đ,Toyota,Wigo,2019.0,50000.0,Số sàn,Xăng
2298,955.000.000 đ,Toyota,Corolla Cross,2021.0,30000.0,Tự động,Xăng
2299,635.000.000 đ,Hyundai,Kona,2021.0,7000.0,Tự động,Xăng
2300,358.000.000 đ,Toyota,Innova,2016.0,82339.0,Số sàn,Xăng
2302,485.000.000 đ,Ford,EcoSport,2018.0,50000.0,Tự động,Xăng
2303,525.000.000 đ,Mazda,3,2019.0,48000.0,Tự động,Xăng
2304,85.000.000 đ,Ford,Ranger,2003.0,300000.0,Số sàn,Dầu
2306,755.000.000 đ,Honda,Civic,2022.0,6900.0,Tự động,Xăng
2307,255.000.000 đ,Toyota,Innova,2006.0,220000.0,Số sàn,Xăng
2308,1.720.000.000 đ,Mercedes Benz,E Class,2022.0,2227.0,Tự động,Xăng
2309,2.560.000.000 đ,Lexus,ES,2022.0,7900.0,Tự động,Xăng
2310,645.000.000 đ,Toyota,Camry,2015.0,66100.0,Tự động,Xăng
2312,375.000.000 đ,Toyota,Innova,2016.0,96333.0,Số sàn,Xăng
2313,5.149.000.000 đ,Mercedes Benz,GLS Class,2022.0,3999.0,Tự động,Xăng
2314,335.000.000 đ,Toyota,Wigo,2019.0,42000.0,Tự động,Xăng
2315,485.000.000 đ,Hyundai,Accent,2021.0,20000.0,Tự động,Xăng
2316,375.000.000 đ,Toyota,Camry,2009.0,120000.0,Tự động,Xăng
2317,385.000.000 đ,Toyota,Camry,2007.0,69000.0,Tự động,Xăng
2318,505.000.000 đ,Toyota,Yaris,2018.0,20000.0,Tự động,Xăng
2319,495.000.000 đ,Toyota,Corolla Altis,2016.0,80000.0,Tự động,Xăng
2320,926.000.000 đ,Toyota,Camry,2019.0,5500.0,Tự động,Xăng
2321,565.000.000 đ,Mazda,3,2021.0,10000.0,Tự động,Xăng
2322,305.000.000 đ,Toyota,Vios,2011.0,60000.0,Tự động,Xăng
2323,1.580.000.000 đ,Lexus,ES,2016.0,16000.0,Tự động,Xăng
2324,625.000.000 đ,Mazda,3,2020.0,40000.0,Tự động,Xăng
2325,900.000.000 đ,Honda,CR V,2020.0,15000.0,Tự động,Xăng
2326,120.000.000 đ,Toyota,Vios,2004.0,190000.0,Số sàn,Xăng
2327,635.000.000 đ,Nissan,X trail,2017.0,70000.0,Tự động,Xăng
2328,135.000.000 đ,Daewoo,Lacetti,2009.0,154560.0,Số sàn,Xăng
2329,2.739.000.000 đ,Mercedes Benz,GLB,2022.0,1000.0,Tự động,Xăng
2330,705.000.000 đ,Toyota,Camry,2018.0,51000.0,Tự động,Xăng
2331,595.000.000 đ,Toyota,Fortuner,2016.0,65000.0,Tự động,Xăng
2332,230.000.000 đ,Honda,Civic,2006.0,86000.0,Tự động,Xăng
2333,435.000.000 đ,Toyota,Innova,2016.0,115000.0,Số sàn,Xăng
2334,568.000.000 đ,Ford,Ranger,2019.0,73000.0,Số sàn,Dầu
2335,1.050.000.000 đ,Kia,Sorento,2022.0,30000.0,Tự động,Dầu
2336,70.000.000 đ,Honda,Accord,1992.0,20000.0,Số sàn,Xăng
2337,260.000.000 đ,Chevrolet,Cruze,2015.0,85000.0,Số sàn,Xăng
2338,540.000.000 đ,Toyota,Innova,2019.0,120000.0,Số sàn,Xăng
2339,323.000.000 đ,Hyundai,Accent,2018.0,6000.0,Số sàn,Xăng
2340,785.000.000 đ,Toyota,Fortuner,2017.0,60000.0,Tự động,Xăng
2341,1.289.000.000 đ,Mercedes Benz,C Class,2020.0,11000.0,Tự động,Xăng
2342,220.000.000 đ,Kia,Morning,2010.0,130.0,Tự động,Xăng
2343,295.000.000 đ,Ford,Transit,2011.0,250.0,Số sàn,Dầu
2344,2.250.000.000 đ,Toyota,Land Cruiser,2015.0,30000.0,Tự động,Xăng
2345,690.000.000 đ,Kia,Sedona,2016.0,60000.0,Tự động,Dầu
2346,698.000.000 đ,Toyota,Corolla Cross,2022.0,6000.0,Tự động,Xăng
2347,268.000.000 đ,Kia,Morning,2016.0,81000.0,Tự động,Xăng
2348,665.000.000 đ,Kia,K3,2022.0,23000.0,Tự động,Xăng
2349,468.000.000 đ,Mazda,CX 5,2014.0,68000.0,Tự động,Xăng
2350,920.000.000 đ,Toyota,Camry,2021.0,30000.0,Tự động,Xăng
2351,330.000.000 đ,Vinfast,Fadil,2020.0,20000.0,Tự động,Xăng
2352,1.689.000.000 đ,Mercedes Benz,GLC Class,2022.0,1200.0,Tự động,Xăng
2354,549.000.000 đ,Toyota,Fortuner,2015.0,69000.0,Tự động,Xăng
2355,2.380.000.000 đ,Mercedes Benz,S Class,2017.0,50000.0,Tự động,Xăng
2356,625.000.000 đ,Toyota,Innova,2018.0,76300.0,Tự động,Xăng
2357,3.150.000.000 đ,Mercedes Benz,S Class,2020.0,29000.0,Tự động,Xăng
2358,1.739.000.000 đ,Mercedes Benz,GLC Class,2022.0,30.0,Tự động,Xăng
2359,799.000.000 đ,Toyota,Corolla Cross,2021.0,1700.0,Tự động,Xăng
2360,95.000.000 đ,Ford,Mondeo,2002.0,112000.0,Tự động,Xăng
2361,780.000.000 đ,Hyundai,Tucson,2021.0,28000.0,Tự động,Xăng
2362,315.000.000 đ,Hyundai,Grand i10,2017.0,70000.0,Tự động,Xăng
2363,750.000.000 đ,LandRover,Range Rover,2011.0,100000.0,Tự động,Xăng
2364,498.000.000 đ,Mazda,CX 5,2015.0,72000.0,Tự động,Xăng
2365,430.000.000 đ,Nissan,Navara,2016.0,10000.0,Tự động,Xăng
2366,1.096.000.000 đ,Toyota,Fortuner,2022.0,18000.0,Tự động,Dầu
2367,525.000.000 đ,Mitsubishi,Xpander,2020.0,43000.0,Tự động,Xăng
2368,660.000.000 đ,Mazda,6,2019.0,44000.0,Tự động,Xăng
2369,425.000.000 đ,Toyota,Yaris,2015.0,48000.0,Tự động,Xăng
2370,1.739.000.000 đ,Mercedes Benz,GLC Class,2022.0,32.0,Tự động,Xăng
2371,445.000.000 đ,Toyota,Yaris,2017.0,460000.0,Tự động,Xăng
2374,368.000.000 đ,Toyota,RAV4,2008.0,99000.0,Tự động,Xăng
2375,408.000.000 đ,Mercedes Benz,S Class,2007.0,11000.0,Tự động,Xăng
2376,355.000.000 đ,Toyota,Fortuner,2010.0,88000.0,Tự động,Xăng
2377,400.000.000 đ,Ford,EcoSport,2016.0,56000.0,Tự động,Xăng
2378,438.000.000 đ,Toyota,Yaris,2014.0,58000.0,Tự động,Xăng
2379,1.250.000.000 đ,Toyota,Camry,2022.0,23000.0,Tự động,Xăng
2380,1.160.000.000 đ,Hyundai,Santa Fe,2021.0,9000.0,Tự động,Xăng
2381,325.000.000 đ,Kia,Forte,2011.0,100000.0,Tự động,Xăng
2382,369.000.000 đ,Ford,Escape,2011.0,106000.0,Tự động,Xăng
2383,559.000.000 đ,Mitsubishi,Xpander,2020.0,20000.0,Tự động,Xăng
2384,217.000.000 đ,Kia,Morning,2011.0,100000.0,Tự động,Xăng
2385,1.020.000.000 đ,Mercedes Benz,C Class,2020.0,260000.0,Tự động,Xăng
2386,890.000.000 đ,Audi,A4,2017.0,66000.0,Tự động,Xăng
2387,375.000.000 đ,Hyundai,Santa Fe,2009.0,122222.0,Tự động,Dầu
2388,1.285.000.000 đ,Ford,Explorer,2018.0,60000.0,Tự động,Xăng
2389,699.000.000 đ,LandRover,Range Rover Evoque,2012.0,78000.0,Tự động,Xăng
2390,330.000.000 đ,Kia,Soluto,2019.0,70000.0,Số sàn,Xăng
2391,468.000.000 đ,Ford,EcoSport,2018.0,50000.0,Tự động,Xăng
2392,630.000.000 đ,Vinfast,Lux A2.0,2022.0,12000.0,Tự động,Xăng
2393,280.000.000 đ,Hyundai,Grand Starex,2007.0,10000.0,Số sàn,Dầu
2394,1.789.000.000 đ,Mercedes Benz,C Class,2022.0,513.0,Tự động,Xăng
2395,109.000.000 đ,Chevrolet,Spark,2008.0,90000.0,Số sàn,Xăng
2396,610.000.000 đ,Mazda,6,2016.0,10000.0,Tự động,Xăng
2397,370.000.000 đ,Isuzu,Dmax,2014.0,145000.0,Tự động,Dầu
2398,570.000.000 đ,Mitsubishi,Xpander,2021.0,26000.0,Tự động,Xăng
2399,2.260.000.000 đ,Mercedes Benz,GLE Class,2018.0,48000.0,Tự động,Xăng
2400,648.000.000 đ,Toyota,Innova,2018.0,59000.0,Tự động,Xăng
2401,560.000.000 đ,BMW,5 Series,2011.0,100000.0,Tự động,Xăng
2402,2.379.000.000 đ,Mercedes Benz,GLC,2022.0,20.0,Tự động,Xăng
2403,405.000.000 đ,Ford,EcoSport,2017.0,70000.0,Tự động,Xăng
2404,236.000.000 đ,Toyota,Yaris,2007.0,103000.0,Tự động,Xăng
2405,120.000.000 đ,Kia,Morning,2007.0,166000.0,Số sàn,Xăng
2406,390.000.000 đ,Mercedes Benz,C Class,2011.0,130000.0,Tự động,Xăng
2407,1.388.000.000 đ,Mercedes Benz,E Class,2019.0,20300.0,Tự động,Xăng
2408,100.000.000 đ,Ford,Laser,2002.0,180000.0,Số sàn,Xăng
2409,810.000.000 đ,Mercedes Benz,C Class,2016.0,61000.0,Tự động,Xăng
2411,295.000.000 đ,Ford,Fiesta,2013.0,100000.0,Tự động,Xăng
2412,328.000.000 đ,Mitsubishi,Attrage,2019.0,100000.0,Tự động,Xăng
2413,275.000.000 đ,Haima,S5,2015.0,80000.0,Tự động,Xăng
2415,345.000.000 đ,Hyundai,Avante,2012.0,90000.0,Tự động,Xăng
2416,369.000.000 đ,Honda,Brio,2019.0,58000.0,Tự động,Xăng
2417,850.000.000 đ,Toyota,Camry,2019.0,20114.0,Tự động,Xăng
2418,359.000.000 đ,Hyundai,Accent,2015.0,87000.0,Tự động,Xăng
2419,690.000.000 đ,Honda,Civic,2020.0,44000.0,Tự động,Xăng
2420,255.000.000 đ,Hyundai,i30,2009.0,130000.0,Tự động,Xăng
2421,1.900.000.000 đ,Mercedes Benz,S Class,2017.0,88000.0,Tự động,Xăng
2423,2.500.000.000 đ,Lexus,ES,2022.0,20000.0,Tự động,Xăng
2424,345.000.000 đ,Ford,Everest,2011.0,11111.0,Số sàn,Dầu
2425,496.000.000 đ,Mazda,3,2017.0,47000.0,Tự động,Xăng
2426,37.500.000 đ,Mitsubishi,Pajero Sport,2017.0,24000.0,Số sàn,Dầu
2427,799.000.000 đ,LandRover,Range Rover Evoque,2015.0,88000.0,Tự động,Xăng
2428,730.000.000 đ,Mazda,CX 5,2019.0,30000.0,Tự động,Xăng
2429,635.000.000 đ,Kia,Sorento,2017.0,60000.0,Tự động,Xăng
2430,289.000.000 đ,Kia,Morning,2022.0,14000.0,Số sàn,Xăng
2432,969.000.000 đ,Toyota,Camry,2019.0,40000.0,Tự động,Xăng
2433,375.000.000 đ,Hyundai,Grand i10,2020.0,62000.0,Tự động,Xăng
2434,435.000.000 đ,Mercedes Benz,C Class,2013.0,110000.0,Tự động,Xăng
2435,2.290.000.000 đ,LandRover,Range Rover,2013.0,1.0,Tự động,Xăng
2436,85.000.000 đ,Toyota,Zace,2003.0,78000.0,Số sàn,Xăng
2437,298.000.000 đ,Ford,Focus,2011.0,91000.0,Tự động,Xăng
2438,760.000.000 đ,Vinfast,Lux SA2.0,2021.0,33000.0,Tự động,Xăng
2439,2.389.000.000 đ,Mercedes Benz,GLC Class,2022.0,900.0,Tự động,Xăng
2440,225.000.000 đ,Kia,Morning,2016.0,64000.0,Số sàn,Xăng
2441,320.000.000 đ,Toyota,Corolla Altis,2009.0,140000.0,Tự động,Xăng
2442,730.000.000 đ,Toyota,Corolla Cross,2020.0,9600.0,Tự động,Xăng
2443,688.000.000 đ,Honda,Civic,2022.0,15000.0,Tự động,Xăng
2444,449.000.000 đ,Mazda,CX 3,2017.0,55000.0,Tự động,Xăng
2445,1.160.000.000 đ,Kia,Sorento,2022.0,25000.0,Tự động,Dầu
2446,670.000.000 đ,Kia,Seltos,2021.0,14000.0,Tự động,Xăng
2447,465.000.000 đ,Toyota,Yaris,2017.0,60000.0,Tự động,Xăng
2448,1.609.000.000 đ,Mercedes Benz,GLC Class,2022.0,12000.0,Tự động,Xăng
2449,480.000.000 đ,Mitsubishi,Xpander,2020.0,200000.0,Số sàn,Xăng
2450,625.000.000 đ,Hyundai,Elantra,2022.0,15000.0,Tự động,Xăng
2451,339.000.000 đ,Hyundai,Grand i10,2020.0,30.0,Tự động,Xăng
2452,675.000.000 đ,Toyota,Corolla Altis,2020.0,40000.0,Tự động,Xăng
2453,215.000.000 đ,Toyota,Vios,2009.0,180000.0,Số sàn,Xăng
2454,455.000.000 đ,Ford,EcoSport,2018.0,52000.0,Tự động,Xăng
2455,349.000.000 đ,Ford,EcoSport,2014.0,99000.0,Tự động,Xăng
2456,668.000.000 đ,Mazda,6,2019.0,44000.0,Tự động,Xăng
2457,935.000.000 đ,Honda,CR V,2020.0,15000.0,Tự động,Xăng
2458,550.000.000 đ,Toyota,Hilux,2019.0,119000.0,Số sàn,Dầu
2459,425.000.000 đ,Honda,Brio,2021.0,17000.0,Tự động,Xăng
2460,215.000.000 đ,Toyota,Innova,2006.0,100000.0,Số sàn,Xăng
2461,490.000.000 đ,Isuzu,Mu X,2016.0,86000.0,Số sàn,Dầu
2462,625.000.000 đ,Vinfast,Lux A2.0,2021.0,30000.0,Tự động,Xăng
2463,480.000.000 đ,Hyundai,Creta,2015.0,45000.0,Tự động,Xăng
2464,815.000.000 đ,Toyota,Fortuner,2019.0,78000.0,Số sàn,Dầu
2465,498.000.000 đ,Suzuki,XL 7,2020.0,56000.0,Tự động,Xăng
2466,620.000.000 đ,Ford,Ranger,2017.0,77000.0,Tự động,Dầu
2467,295.000.000 đ,Honda,Civic,2009.0,110000.0,Tự động,Xăng
2468,175.000.000 đ,Toyota,Corolla Altis,2003.0,850000.0,Số sàn,Xăng
2469,115.000.000 đ,Ford,Ranger,2005.0,150000.0,Số sàn,Dầu
2470,170.000.000 đ,Kia,Morning,2010.0,90000.0,Số sàn,Xăng
2471,495.000.000 đ,Hyundai,Creta,2015.0,70000.0,Tự động,Xăng
2472,155.000.000 đ,Hyundai,Getz,2010.0,10000.0,Số sàn,Xăng
2473,685.000.000 đ,Ford,Tourneo,2019.0,70000.0,Tự động,Xăng
2474,825.000.000 đ,Toyota,Innova,2022.0,22000.0,Tự động,Xăng
2475,595.000.000 đ,Kia,Sedona,2016.0,50000.0,Tự động,Xăng
2477,379.000.000 đ,Kia,Cerato,2018.0,100000.0,Số sàn,Xăng
2478,97.200.000 đ,Chevrolet,Spark,2013.0,97000.0,Số sàn,Xăng
2479,630.000.000 đ,Toyota,Previa,2009.0,100000.0,Tự động,Xăng
2480,1.590.000.000 đ,Lexus,RX,2014.0,50000.0,Tự động,Xăng
2481,438.000.000 đ,Kia,K3,2016.0,114000.0,Tự động,Xăng
2482,710.000.000 đ,Toyota,Corolla Cross,2022.0,6000.0,Tự động,Xăng
2483,620.000.000 đ,Mercedes Benz,GLA Class,2014.0,90000.0,Tự động,Xăng
2484,523.000.000 đ,Suzuki,XL 7,2021.0,28000.0,Tự động,Xăng
2485,1.168.000.000 đ,Mercedes Benz,C Class,2018.0,40000.0,Tự động,Xăng
2486,295.000.000 đ,Hyundai,Accent,2012.0,100.0,Tự động,Xăng
2487,1.050.000.000 đ,LandRover,Range Rover Evoque,2016.0,70000.0,Tự động,Xăng
2488,859.000.000 đ,Toyota,Fortuner,2018.0,60000.0,Tự động,Dầu
2489,480.000.000 đ,Hyundai,Accent,2021.0,12000.0,Tự động,Xăng
2490,135.000.000 đ,Mitsubishi,Jolie,2007.0,135000.0,Số sàn,Xăng
2491,580.000.000 đ,Kia,Cerato,2019.0,50000.0,Tự động,Xăng
2492,425.000.000 đ,Hyundai,Elantra,2020.0,50000.0,Số sàn,Xăng
2493,535.000.000 đ,Mazda,BT 50,2019.0,68000.0,Tự động,Xăng
2494,4.599.000.000 đ,Mercedes Benz,S Class,2022.0,9000.0,Tự động,Xăng
2495,618.000.000 đ,Ford,Ranger,2017.0,72000.0,Tự động,Dầu
2496,389.000.000 đ,Ford,Fiesta,2017.0,27000.0,Tự động,Xăng
2497,485.000.000 đ,Ford,Transit,2017.0,230000.0,Số sàn,Dầu
2498,287.000.000 đ,Toyota,Yaris,2010.0,6789.0,Tự động,Xăng
2499,335.000.000 đ,Hyundai,Grand Starex,2008.0,160000.0,Tự động,Xăng
2500,2.288.000.000 đ,Mercedes Benz,E Class,2021.0,24000.0,Tự động,Xăng
2501,2.288.000.000 đ,Mercedes Benz,E Class,2021.0,16000.0,Tự động,Xăng
2502,250.000.000 đ,Mitsubishi,Zinger,2009.0,100000.0,Tự động,Xăng
2503,238.000.000 đ,Kia,Morning,2015.0,45000.0,Tự động,Xăng
2504,440.000.000 đ,Kia,Cerato,2019.0,40000.0,Số sàn,Xăng
2505,579.000.000 đ,Mazda,6,2017.0,25000.0,Tự động,Xăng
2506,158.000.000 đ,Toyota,Zace,2003.0,9999.0,Số sàn,Xăng
2507,700.000.000 đ,Hyundai,Tucson,2017.0,66000.0,Tự động,Dầu
2508,132.000.000 đ,Isuzu,Hi lander,2007.0,10110.0,Số sàn,Dầu
2509,685.000.000 đ,Honda,Civic,2020.0,19000.0,Tự động,Xăng
2510,470.000.000 đ,Ford,EcoSport,2018.0,56000.0,Tự động,Xăng
2511,320.000.000 đ,Hyundai,Accent,2012.0,70000.0,Tự động,Xăng
2512,670.000.000 đ,Ford,Ranger,2018.0,60000.0,Tự động,Dầu
2513,580.000.000 đ,Mitsubishi,Xpander,2021.0,18500.0,Tự động,Xăng
2514,150.000.000 đ,Kia,Morning,2014.0,150000.0,Số sàn,Xăng
2515,469.000.000 đ,Nissan,Navara,2019.0,79.0,Tự động,Dầu
2516,420.000.000 đ,Kia,Rio,2015.0,40000.0,Tự động,Xăng
2517,298.000.000 đ,Nissan,Teana,2010.0,122000.0,Tự động,Xăng
2518,282.000.000 đ,Ford,Mondeo,2012.0,9000.0,Tự động,Xăng
2519,307.000.000 đ,Toyota,Vios,2011.0,120000.0,Tự động,Xăng
2520,570.000.000 đ,Toyota,Rush,2021.0,51000.0,Tự động,Xăng
2521,205.000.000 đ,Toyota,Camry,2003.0,150100.0,Tự động,Xăng
2522,475.000.000 đ,Kia,Cerato,2018.0,68000.0,Tự động,Xăng
2523,565.000.000 đ,Toyota,Rush,2019.0,35000.0,Tự động,Xăng
2524,450.000.000 đ,Kia,Sorento,2013.0,100000.0,Tự động,Xăng
2525,565.000.000 đ,Ford,EcoSport,2021.0,22000.0,Tự động,Xăng
2526,149.000.000 đ,Chevrolet,Spark,2015.0,12011.0,Tự động,Xăng
2527,415.000.000 đ,Toyota,Camry,2007.0,60000.0,Tự động,Xăng
2528,458.000.000 đ,Mitsubishi,Pajero Sport,2016.0,80000.0,Số sàn,Dầu
2529,575.000.000 đ,Hyundai,Elantra,2021.0,13000.0,Tự động,Xăng
2530,107.000.000 đ,Chevrolet,Spark,2010.0,15011.0,Tự động,Xăng
2532,420.000.000 đ,Ford,Ranger,2015.0,85000.0,Tự động,Dầu
2533,580.000.000 đ,Kia,Sorento,2016.0,57000.0,Tự động,Xăng
2534,1.090.000.000 đ,Kia,Sorento,2022.0,30000.0,Tự động,Dầu
2535,620.000.000 đ,Vinfast,Lux A2.0,2019.0,67000.0,Tự động,Xăng
2536,585.000.000 đ,Kia,K3,2022.0,30000.0,Tự động,Xăng
2537,2.189.000.000 đ,Mercedes Benz,GLC Class,2021.0,1700.0,Tự động,Xăng
2538,198.000.000 đ,Toyota,Vios,2012.0,131101.0,Số sàn,Xăng
2540,565.000.000 đ,Hyundai,Kona,2020.0,3.0,Tự động,Xăng
2541,2.309.000.000 đ,Mercedes Benz,E Class,2022.0,30.0,Tự động,Xăng
2542,178.000.000 đ,Toyota,Vios,2010.0,10.0,Số sàn,Xăng
2543,498.000.000 đ,Mazda,CX 5,2015.0,72000.0,Tự động,Xăng
2544,875.000.000 đ,Kia,Sedona,2018.0,70000.0,Tự động,Dầu
2545,620.000.000 đ,Mazda,CX 5,2018.0,100000.0,Tự động,Xăng
2546,257.000.000 đ,Ford,Everest,2009.0,103100.0,Số sàn,Dầu
2547,29.000.000 đ,Suzuki,Alto,2001.0,6789.0,Số sàn,Xăng
2548,445.000.000 đ,Mazda,3,2017.0,84000.0,Tự động,Xăng
2549,620.000.000 đ,Toyota,Innova,2018.0,37800.0,Tự động,Xăng
2550,42.000.000 đ,Daewoo,Leganza,2000.0,3679.0,Số sàn,Xăng
2551,388.000.000 đ,Ford,EcoSport,2016.0,75000.0,Tự động,Xăng
2552,195.000.000 đ,Hyundai,Santa Fe,2004.0,250000.0,Tự động,Dầu
2553,258.000.000 đ,Hyundai,Grand i10,2019.0,10110.0,Số sàn,Xăng
2554,685.000.000 đ,Ford,Tourneo,2019.0,65000.0,Tự động,Xăng
2555,137.000.000 đ,Hyundai,Getz,2010.0,125142.0,Số sàn,Xăng
2557,800.000.000 đ,Toyota,Fortuner,2018.0,95000.0,Tự động,Xăng
2558,180.000.000 đ,Daewoo,Lacetti,2011.0,10000.0,Số sàn,Xăng
2559,3.150.000.000 đ,Mercedes Benz,S Class,2020.0,29000.0,Tự động,Xăng
2560,435.000.000 đ,Mitsubishi,Triton,2016.0,90000.0,Tự động,Dầu
2561,525.000.000 đ,Mitsubishi,Xpander,2020.0,21879.0,Tự động,Xăng
2562,495.000.000 đ,Toyota,Camry,2013.0,70000.0,Tự động,Xăng
2563,375.000.000 đ,Kia,K3,2015.0,71000.0,Tự động,Xăng
2564,816.000.000 đ,Vinfast,Lux SA2.0,2019.0,79000.0,Tự động,Xăng
2565,395.000.000 đ,Ford,EcoSport,2017.0,47698.0,Tự động,Xăng
2566,289.000.000 đ,Toyota,Vios,2018.0,5000.0,Số sàn,Xăng
2567,388.000.000 đ,Toyota,Corolla Altis,2011.0,87000.0,Tự động,Xăng
2568,388.000.000 đ,Hyundai,Genesis,2010.0,60000.0,Tự động,Xăng
2569,490.000.000 đ,Toyota,Innova,2017.0,72000.0,Số sàn,Xăng
2570,333.000.000 đ,Kia,Morning,2019.0,30000.0,Tự động,Xăng
2572,339.000.000 đ,Kia,Rio,2015.0,86128.0,Tự động,Xăng
2573,295.000.000 đ,Kia,Soul,2009.0,100000.0,Tự động,Xăng
2574,89.000.000 đ,Mitsubishi,Jolie,2005.0,2354.0,Số sàn,Xăng
2575,1.060.000.000 đ,Toyota,Sienna,2011.0,99000.0,Tự động,Xăng
2576,500.000.000 đ,Ford,Transit,2017.0,185000.0,Số sàn,Dầu
2577,455.000.000 đ,Honda,Jazz,2018.0,41000.0,Tự động,Xăng
2578,345.000.000 đ,Kia,Rio,2016.0,80000.0,Tự động,Xăng
2579,795.000.000 đ,Toyota,Hilux,2016.0,3000.0,Tự động,Xăng
2580,1.135.000.000 đ,Ford,Ranger,2022.0,10000.0,Tự động,Dầu
2581,438.000.000 đ,Mazda,2,2019.0,20000.0,Tự động,Xăng
2582,799.000.000 đ,Vinfast,Lux SA2.0,2021.0,30000.0,Tự động,Xăng
2583,1.020.000.000 đ,Mercedes Benz,C Class,2019.0,48000.0,Tự động,Xăng
2584,45.000.000 đ,Daewoo,Lanos,2003.0,222222.0,Số sàn,Xăng
2585,510.000.000 đ,Mazda,3,2019.0,80000.0,Tự động,Xăng
2586,390.000.000 đ,Kia,K3,2015.0,90000.0,Tự động,Xăng
2587,168.000.000 đ,Ford,Ranger,2008.0,16011.0,Số sàn,Xăng
2588,930.000.000 đ,Lexus,RX,2009.0,60000.0,Tự động,Xăng
2589,105.000.000 đ,Isuzu,Trooper,2005.0,15000.0,Số sàn,Xăng
2590,1.390.000.000 đ,Mercedes Benz,E Class,2018.0,33000.0,Tự động,Xăng
2591,416.000.000 đ,Mazda,3,2016.0,60124.0,Tự động,Xăng
2592,484.000.000 đ,Toyota,Innova,2017.0,76999.0,Số sàn,Xăng
2593,599.000.000 đ,BMW,7 Series,2009.0,1.0,Tự động,Xăng
2594,198.000.000 đ,Toyota,Camry,2004.0,20000.0,Số sàn,Xăng
2595,658.000.000 đ,Kia,Seltos,2020.0,30000.0,Tự động,Xăng
2596,335.000.000 đ,Hyundai,Grand Starex,2009.0,200000.0,Tự động,Dầu
2597,568.000.000 đ,Mazda,6,2017.0,63000.0,Tự động,Xăng
2598,130.000.000 đ,Chevrolet,Spark,2011.0,87000.0,Số sàn,Xăng
2599,665.000.000 đ,Toyota,Hilux,2021.0,19000.0,Tự động,Dầu
2600,245.000.000 đ,Hyundai,Grand i10,2017.0,68000.0,Số sàn,Xăng
2601,438.000.000 đ,Toyota,Corolla,2015.0,6000.0,Tự động,Xăng
2602,1.720.000.000 đ,Mercedes Benz,E Class,2021.0,25000.0,Tự động,Xăng
