,Price,company,name,year,kms_driven,transmission,fuel_type
953,430.000.000 đ,Toyota,Vios,2022.0,19000.0,Số sàn,Xăng
954,490.000.000 đ,Toyota,Camry,2011.0,47500.0,Tự động,Xăng
955,285.000.000 đ,Kia,Carens,2012.0,88000.0,Tự động,Xăng
956,590.000.000 đ,Toyota,Innova,2019.0,108000.0,Tự động,Xăng
957,475.000.000 đ,Honda,City,2019.0,15000.0,Tự động,Xăng
958,438.000.000 đ,Kia,Cerato,2018.0,62000.0,Tự động,Xăng
959,1.588.000.000 đ,Mercedes Benz,GLC,2022.0,8888.0,Tự động,Xăng
960,555.000.000 đ,Mazda,CX 3,2022.0,20000.0,Tự động,Xăng
961,348.000.000 đ,Toyota,Innova,2016.0,61225.0,Số sàn,Xăng
962,460.000.000 đ,Kia,Cerato,2018.0,75000.0,Tự động,Xăng
963,660.000.000 đ,Mercedes Benz,E Class,2015.0,80000.0,Tự động,Xăng
964,475.000.000 đ,Toyota,Camry,2012.0,104000.0,Tự động,Xăng
965,745.000.000 đ,Hyundai,Santa Fe,2017.0,70000.0,Tự động,Dầu
966,595.000.000 đ,BMW,7 Series,2009.0,130000.0,Tự động,Xăng
967,839.000.000 đ,Mazda,CX 5,2020.0,53000.0,Tự động,Xăng
968,175.000.000 đ,Kia,Morning,2012.0,120000.0,Số sàn,Xăng
969,585.000.000 đ,Toyota,Fortuner,2015.0,76000.0,Tự động,Xăng
970,185.000.000 đ,Kia,Morning,2009.0,62000.0,Số sàn,Xăng
972,455.000.000 đ,Mercedes Benz,E Class,2010.0,90000.0,Tự động,Xăng
973,679.000.000 đ,Honda,Civic,2022.0,11000.0,Tự động,Xăng
974,579.000.000 đ,Mazda,6,2017.0,24000.0,Tự động,Xăng
975,265.000.000 đ,Toyota,Innova,2008.0,175000.0,Số sàn,Xăng
976,375.000.000 đ,Toyota,Camry,2010.0,123689.0,Tự động,Xăng
977,615.000.000 đ,Isuzu,Mu X,2017.0,78000.0,Tự động,Dầu
978,335.000.000 đ,Nissan,Sunny,2018.0,60000.0,Số sàn,Xăng
979,155.000.000 đ,Hyundai,Grand Starex,2005.0,6789.0,Tự động,Dầu
980,348.000.000 đ,Toyota,Vios,2018.0,108000.0,Số sàn,Xăng
981,287.000.000 đ,Toyota,Innova,2009.0,120.0,Số sàn,Xăng
982,220.000.000 đ,Hyundai,Grand i10,2017.0,70000.0,Số sàn,Xăng
983,63.000.000 đ,Daewoo,Nubira,2002.0,50000.0,Số sàn,Xăng
984,539.000.000 đ,Toyota,Rush,2020.0,34000.0,Tự động,Xăng
985,200.000.000 đ,Toyota,Innova,2008.0,130000.0,Số sàn,Xăng
986,285.000.000 đ,Kia,Rio,2017.0,50000.0,Số sàn,Xăng
987,245.000.000 đ,Chevrolet,Aveo,2018.0,78000.0,Số sàn,Xăng
988,19.000.000 đ,Daewoo,Cielo,1996.0,25.0,Số sàn,Xăng
989,139.000.000 đ,Toyota,Vios,2005.0,50000.0,Số sàn,Xăng
990,215.000.000 đ,Hyundai,Grand i10,2015.0,50000.0,Số sàn,Xăng
991,168.000.000 đ,Toyota,Zace,2004.0,110245.0,Số sàn,Xăng
992,365.000.000 đ,Hyundai,Grand i10,2019.0,45000.0,Tự động,Xăng
994,185.000.000 đ,Mercedes Benz,Sprinter,2007.0,123.0,Số sàn,Dầu
995,195.000.000 đ,Ford,Ranger,2008.0,22222.0,Số sàn,Dầu
996,425.000.000 đ,Suzuki,Ertiga,2020.0,30000.0,Tự động,Xăng
997,220.000.000 đ,BMW,3 Series,2003.0,113000.0,Tự động,Xăng
998,659.000.000 đ,Mitsubishi,Outlander,2018.0,59000.0,Tự động,Xăng
999,320.000.000 đ,Vinfast,Fadil,2021.0,30000.0,Tự động,Xăng
1000,257.000.000 đ,Toyota,Vios,2015.0,98000.0,Số sàn,Xăng
1002,358.000.000 đ,Toyota,Innova,2016.0,80000.0,Số sàn,Xăng
1003,325.000.000 đ,Chevrolet,Colorado,2016.0,140000.0,Số sàn,Dầu
1004,478.000.000 đ,Mazda,6,2016.0,69000.0,Bán tự động,Xăng
1005,511.000.000 đ,Mazda,3,2020.0,31.0,Tự động,Xăng
1006,405.000.000 đ,Toyota,Fortuner,2011.0,91000.0,Tự động,Xăng
1007,465.000.000 đ,Hyundai,Accent,2022.0,13000.0,Tự động,Xăng
1008,546.000.000 đ,Honda,City,2022.0,15000.0,Tự động,Xăng
1009,225.000.000 đ,Toyota,Innova,2008.0,150000.0,Số sàn,Xăng
1010,435.000.000 đ,Mitsubishi,Pajero Sport,2014.0,100000.0,Tự động,Xăng
1012,265.000.000 đ,Hyundai,Grand i10,2017.0,60893.0,Số sàn,Xăng
1013,155.000.000 đ,Kia,Morning,2016.0,124000.0,Số sàn,Xăng
1014,285.000.000 đ,Ford,Escape,2010.0,920000.0,Tự động,Xăng
1015,245.000.000 đ,Toyota,Innova,2010.0,8956.0,Số sàn,Xăng
1016,501.000.000 đ,Honda,City,2022.0,5000.0,Tự động,Xăng
1017,199.000.000 đ,Honda,Civic,2006.0,148000.0,Số sàn,Xăng
1018,525.000.000 đ,Toyota,Corolla Altis,2017.0,95000.0,Tự động,Xăng
1019,220.000.000 đ,Kia,Picanto,2014.0,68000.0,Số sàn,Xăng
1021,120.000.000 đ,Daewoo,Lacetti,2004.0,135.0,Số sàn,Xăng
1022,410.000.000 đ,Kia,Rondo,2015.0,92000.0,Tự động,Dầu
1023,569.000.000 đ,Toyota,Innova,2019.0,76768.0,Số sàn,Xăng
1024,135.000.000 đ,Daewoo,GentraX,2010.0,6789.0,Số sàn,Xăng
1025,230.000.000 đ,Hyundai,i20,2010.0,90000.0,Tự động,Xăng
1026,15.000.000 đ,Toyota,Corolla,1986.0,15000.0,Số sàn,Xăng
1027,325.000.000 đ,Hyundai,Grand i10,2018.0,58000.0,Tự động,Xăng
1030,220.000.000 đ,Kia,Morning,2016.0,135000.0,Số sàn,Xăng
1031,570.000.000 đ,Mazda,6,2018.0,21000.0,Tự động,Xăng
1032,69.500.000 đ,Peugeot,5008,2018.0,1000.0,Bán tự động,Xăng
1033,123.456.789 đ,Toyota,Fortuner,2009.0,123456.0,Số sàn,Dầu
1034,158.000.000 đ,Toyota,Innova,2007.0,160.0,Số sàn,Xăng
1035,275.000.000 đ,Honda,Civic,2007.0,78000.0,Tự động,Xăng
1036,568.000.000 đ,BMW,X6,2008.0,61000.0,Tự động,Xăng
1037,590.000.000 đ,Mini,Cooper,2005.0,80000.0,Tự động,Xăng
1038,160.000.000 đ,Kia,Morning,2016.0,120000.0,Số sàn,Xăng
1039,295.000.000 đ,Chevrolet,Captiva,2008.0,116378.0,Tự động,Xăng
1040,298.000.000 đ,Toyota,Vios,2016.0,78000.0,Số sàn,Xăng
1041,108.000.000 đ,Ford,Escape,2001.0,200000.0,Tự động,Xăng
1042,165.000.000 đ,Kia,Carnival,2008.0,123456.0,Tự động,Xăng
1043,115.000.000 đ,Daewoo,Gentra,2007.0,123456.0,Số sàn,Xăng
1044,710.000.000 đ,Mercedes Benz,CLA Class,2015.0,42000.0,Tự động,Xăng
1045,590.000.000 đ,Ford,Ranger,2021.0,18000.0,Tự động,Dầu
1046,385.000.000 đ,Ford,Everest,2011.0,131000.0,Tự động,Dầu
1047,580.000.000 đ,Hyundai,Stargazer,2023.0,9000.0,Tự động,Xăng
1048,650.000.000 đ,Ford,Ranger,2017.0,80000.0,Tự động,Dầu
1049,310.000.000 đ,Kia,K3,2014.0,118000.0,Số sàn,Xăng
1050,399.000.000 đ,Hyundai,Veloster,2011.0,45000.0,Tự động,Xăng
1051,480.000.000 đ,Mazda,6,2016.0,58000.0,Tự động,Xăng
1052,105.000.000 đ,Mitsubishi,Jolie,2005.0,124848.0,Số sàn,Xăng
1053,33.000.000 đ,Daewoo,Matiz,2004.0,192000.0,Số sàn,Xăng
1054,178.000.000 đ,Kia,Morning,2013.0,140000.0,Tự động,Xăng
1055,79.000.000 đ,Toyota,Zace,2001.0,21000.0,Số sàn,Xăng
1056,35.000.000 đ,Daewoo,Matiz,2004.0,20000.0,Số sàn,Xăng
1057,450.000.000 đ,Toyota,Innova,2016.0,810000.0,Tự động,Xăng
1058,433.000.000 đ,Mazda,3,2017.0,75000.0,Tự động,Xăng
1059,59.000.000 đ,Kia,CD5,2000.0,286868.0,Số sàn,Xăng
1060,312.000.000 đ,Ford,Fiesta,2014.0,55000.0,Tự động,Xăng
1061,395.000.000 đ,Mitsubishi,Attrage,2021.0,20000.0,Tự động,Xăng
1062,445.000.000 đ,Hyundai,Accent,2020.0,23000.0,Tự động,Xăng
1063,60.000.000 đ,Mazda,626,2000.0,20000.0,Số sàn,Xăng
1064,282.000.000 đ,Kia,Morning,2016.0,58000.0,Tự động,Xăng
1065,545.000.000 đ,Ford,Focus,2019.0,38001.0,Tự động,Xăng
1066,259.000.000 đ,Ford,Fiesta,2011.0,36000.0,Tự động,Xăng
1067,193.500.000 đ,Chevrolet,Captiva,2008.0,10000.0,Số sàn,Xăng
1068,660.000.000 đ,Kia,Seltos,2021.0,30000.0,Tự động,Xăng
1069,939.000.000 đ,Ford,Everest,2020.0,42000.0,Tự động,Dầu
1070,189.000.000 đ,Nissan,Sunny,2016.0,90000.0,Số sàn,Xăng
1071,368.000.000 đ,Kia,Morning,2020.0,28000.0,Tự động,Xăng
1072,157.000.000 đ,Ford,Ranger,2005.0,200000.0,Số sàn,Dầu
1073,550.000.000 đ,Mazda,3,2020.0,48000.0,Tự động,Xăng
1074,389.000.000 đ,Ford,Fiesta,2017.0,27000.0,Tự động,Xăng
1075,588.000.000 đ,Ford,Ranger,2021.0,30000.0,Tự động,Dầu
1076,995.000.000 đ,Kia,Sorento,2021.0,30000.0,Tự động,Dầu
1078,929.000.000 đ,Ford,Territory,2023.0,2000.0,Tự động,Xăng
1079,566.000.000 đ,Nissan,Teana,2014.0,82000.0,Tự động,Xăng
1080,195.000.000 đ,Kia,Morning,2015.0,100000.0,Số sàn,Xăng
1081,615.000.000 đ,MG,ZS,2022.0,29000.0,Tự động,Xăng
1082,699.000.000 đ,Audi,A5,2014.0,65000.0,Tự động,Xăng
1083,429.686.868 đ,Mazda,3,2016.0,65000.0,Tự động,Xăng
1084,450.000.000 đ,Hyundai,Accent,2019.0,25000.0,Tự động,Xăng
1085,2.100.000.000 đ,Toyota,Land Cruiser Prado,2018.0,14500.0,Tự động,Dầu
1086,445.000.000 đ,Toyota,Land Cruiser,1994.0,20000.0,Số sàn,Dầu
1087,2.480.000.000 đ,Porsche,Panamera,2015.0,30000.0,Tự động,Xăng
1088,150.000.000 đ,Toyota,Zace,2004.0,150000.0,Số sàn,Xăng
1089,399.000.000 đ,Kia,K3,2015.0,71000.0,Tự động,Xăng
1090,300.000.000 đ,Nissan,Teana,2010.0,250000.0,Tự động,Xăng
1091,148.000.000 đ,Kia,Morning,2009.0,153000.0,Số sàn,Xăng
1092,369.000.000 đ,Ford,EcoSport,2014.0,28000.0,Tự động,Xăng
1093,485.000.000 đ,Mazda,BT 50,2019.0,55000.0,Số sàn,Dầu
1094,575.000.000 đ,Toyota,Yaris,2020.0,25000.0,Tự động,Xăng
1095,1.899.000.000 đ,Toyota,Land Cruiser Prado,2018.0,55000.0,Tự động,Xăng
1096,598.000.000 đ,Nissan,X trail,2017.0,90000.0,Tự động,Xăng
1097,320.000.000 đ,Kia,Soluto,2019.0,28000.0,Số sàn,Xăng
1098,375.000.000 đ,Kia,K3,2014.0,95000.0,Tự động,Xăng
1099,365.000.000 đ,Kia,Rio,2016.0,70000.0,Tự động,Xăng
1100,245.000.000 đ,Chevrolet,Aveo,2018.0,49000.0,Tự động,Xăng
1101,115.000.000 đ,Chevrolet,Vivant,2008.0,221000.0,Số sàn,Xăng
1102,9.555.000.000 đ,LandRover,Range Rover,2021.0,15000.0,Tự động,Xăng
1103,429.000.000 đ,Mazda,3,2016.0,52000.0,Tự động,Xăng
1104,560.000.000 đ,Peugeot,3008,2017.0,80000.0,Tự động,Xăng
1105,699.000.000 đ,Mitsubishi,Pajero Sport,2017.0,67500.0,Tự động,Xăng
1106,678.000.000 đ,Kia,Sorento,2017.0,68000.0,Tự động,Dầu
1108,590.000.000 đ,Mitsubishi,Xpander Cross,2021.0,35000.0,Tự động,Xăng
1109,715.000.000 đ,Ford,Ranger,2021.0,73000.0,Tự động,Dầu
1110,565.000.000 đ,Mazda,BT 50,2019.0,46000.0,Tự động,Xăng
1111,135.000.000 đ,Honda,Accord,1994.0,211000.0,Số sàn,Xăng
1112,399.000.000 đ,Audi,A1,2011.0,60000.0,Tự động,Xăng
1113,350.000.000 đ,Toyota,Vios,2018.0,80000.0,Số sàn,Xăng
1114,875.000.000 đ,Hyundai,Tucson,2022.0,9000.0,Tự động,Xăng
1115,659.000.000 đ,Mercedes Benz,GL Class,2011.0,69000.0,Tự động,Xăng
1116,455.000.000 đ,Toyota,Vios,2019.0,45000.0,Tự động,Xăng
1117,758.000.000 đ,Hyundai,Tucson,2020.0,23000.0,Tự động,Xăng
1118,410.000.000 đ,Ford,Focus,2017.0,70000.0,Tự động,Xăng
1119,385.000.000 đ,Toyota,Fortuner,2011.0,100000.0,Tự động,Xăng
1120,410.000.000 đ,Chevrolet,Colorado,2018.0,50000.0,Số sàn,Dầu
1121,425.000.000 đ,Kia,Cerato,2019.0,42000.0,Số sàn,Xăng
1123,455.000.000 đ,Ford,EcoSport,2018.0,50000.0,Tự động,Xăng
1124,750.000.000 đ,Hyundai,Tucson,2020.0,47000.0,Tự động,Dầu
1125,555.000.000 đ,Mazda,3,2020.0,6.0,Tự động,Xăng
1126,475.000.000 đ,Ford,EcoSport,2018.0,40000.0,Tự động,Xăng
1127,386.000.000 đ,Toyota,Vios,2017.0,24000.0,Tự động,Xăng
1128,2.250.000.000 đ,Toyota,Land Cruiser,2015.0,80000.0,Tự động,Xăng
1129,408.000.000 đ,Mazda,2,2021.0,31000.0,Tự động,Xăng
1130,869.000.000 đ,Mercedes Benz,C Class,2017.0,1.0,Tự động,Xăng
1131,219.000.000 đ,Kia,Morning,2017.0,92000.0,Số sàn,Xăng
1132,355.000.000 đ,Kia,Soluto,2021.0,30000.0,Số sàn,Xăng
1133,240.000.000 đ,Toyota,Vios,2008.0,203000.0,Tự động,Xăng
1134,418.000.000 đ,Hyundai,Elantra,2015.0,90000.0,Tự động,Xăng
1135,460.000.000 đ,Mazda,3,2015.0,63000.0,Tự động,Xăng
1136,299.000.000 đ,Kia,Soluto,2019.0,49000.0,Số sàn,Xăng
1137,535.000.000 đ,Chevrolet,Colorado,2018.0,81000.0,Tự động,Dầu
1138,346.000.000 đ,Toyota,Wigo,2020.0,25800.0,Tự động,Xăng
1139,359.000.000 đ,Ford,Focus,2015.0,47000.0,Tự động,Xăng
1140,75.000.000 đ,Ssangyong,Musso,2004.0,88888.0,Tự động,Xăng
1141,785.000.000 đ,Mercedes Benz,C Class,2016.0,92000.0,Tự động,Xăng
1142,785.000.000 đ,Peugeot,2008,2022.0,17.0,Tự động,Xăng
1143,999.000.000 đ,Mercedes Benz,GLC Class,2016.0,90000.0,Tự động,Xăng
1144,350.000.000 đ,Vinfast,Fadil,2021.0,15000.0,Tự động,Xăng
1145,40.000.000 đ,Ford,Ranger,2017.0,89202.0,Số sàn,Dầu
1146,386.000.000 đ,Toyota,Vios,2017.0,24000.0,Tự động,Xăng
1147,840.000.000 đ,Mazda,CX 5,2020.0,40000.0,Tự động,Xăng
1148,565.000.000 đ,Mitsubishi,Xpander,2020.0,46000.0,Tự động,Xăng
1149,389.000.000 đ,Honda,City,2017.0,62000.0,Tự động,Xăng
1150,690.000.000 đ,Nissan,X trail,2017.0,96276.0,Tự động,Xăng
1151,318.000.000 đ,Toyota,Yaris,2011.0,60000.0,Tự động,Xăng
1153,1.090.000.000 đ,Mitsubishi,Pajero Sport,2021.0,25000.0,Tự động,Dầu
1154,125.000.000 đ,Mitsubishi,Pajero,2003.0,200000.0,Số sàn,Xăng
1155,435.000.000 đ,Hyundai,Accent,2021.0,32000.0,Số sàn,Xăng
1156,520.000.000 đ,Ford,Ranger,2015.0,80000.0,Tự động,Dầu
1157,505.000.000 đ,Mazda,3,2018.0,46000.0,Tự động,Xăng
1158,579.000.000 đ,Ford,Ranger,2022.0,149000.0,Tự động,Dầu
1159,238.000.000 đ,Chevrolet,Spark,2018.0,36000.0,Số sàn,Xăng
1160,439.000.000 đ,Kia,Cerato,2018.0,132000.0,Số sàn,Xăng
1161,459.000.000 đ,Toyota,Corolla Altis,2015.0,75000.0,Tự động,Xăng
1162,295.000.000 đ,Hyundai,Grand i10,2018.0,55000.0,Tự động,Xăng
1163,695.000.000 đ,Ford,Ranger,2021.0,17000.0,Tự động,Dầu
1164,850.000.000 đ,Mercedes Benz,C Class,2016.0,120000.0,Tự động,Xăng
1165,588.000.000 đ,Nissan,X trail,2017.0,50000.0,Tự động,Xăng
1166,545.000.000 đ,Toyota,Innova,2018.0,15000.0,Số sàn,Xăng
1167,950.000.000 đ,Honda,Accord,2020.0,22000.0,Tự động,Xăng
1169,635.000.000 đ,Toyota,Camry,2017.0,54000.0,Tự động,Xăng
1170,195.000.000 đ,Daewoo,Lacetti,2010.0,17000.0,Tự động,Xăng
1172,386.000.000 đ,Hyundai,Accent,2019.0,56000.0,Tự động,Xăng
1173,530.000.000 đ,Mitsubishi,Xpander,2019.0,27000.0,Tự động,Xăng
1174,475.000.000 đ,Ford,Ranger,2019.0,30000.0,Số sàn,Dầu
1175,738.000.000 đ,Peugeot,3008,2018.0,68000.0,Tự động,Xăng
1176,495.000.000 đ,Hyundai,Genesis,2012.0,79000.0,Tự động,Xăng
1177,999.000.000 đ,BMW,Z4,2010.0,33000.0,Tự động,Xăng
1178,209.000.000 đ,Toyota,Zace,2005.0,30000.0,Số sàn,Xăng
1179,386.000.000 đ,Toyota,Vios,2017.0,24000.0,Tự động,Xăng
1180,495.000.000 đ,Mazda,3,2018.0,66000.0,Tự động,Xăng
1181,770.000.000 đ,Mazda,CX 5,2020.0,28698.0,Tự động,Xăng
1182,79.000.000 đ,Nissan,Urvan,1989.0,200000.0,Số sàn,Xăng
1183,215.000.000 đ,Ford,Everest,2011.0,58000.0,Số sàn,Xăng
1184,629.000.000 đ,Honda,Civic,2021.0,22000.0,Tự động,Xăng
1185,512.000.000 đ,Mitsubishi,Xpander,2019.0,58000.0,Tự động,Xăng
1186,285.000.000 đ,Mitsubishi,Attrage,2020.0,56000.0,Số sàn,Xăng
1187,780.000.000 đ,Mercedes Benz,C Class,2016.0,90000.0,Tự động,Xăng
1188,875.000.000 đ,Mazda,CX 8,2021.0,50000.0,Tự động,Xăng
1189,305.000.000 đ,Toyota,Yaris,2010.0,100000.0,Tự động,Xăng
1190,312.000.000 đ,Kia,Morning,2020.0,66000.0,Tự động,Xăng
1191,1.299.000.000 đ,Mercedes Benz,C Class,2018.0,17000.0,Tự động,Xăng
1192,1.135.000.000 đ,Ford,Ranger,2021.0,24000.0,Tự động,Dầu
1193,575.000.000 đ,Mazda,CX 5,2016.0,70000.0,Tự động,Xăng
1194,155.000.000 đ,Toyota,Zace,2004.0,156784.0,Số sàn,Xăng
1195,225.000.000 đ,Chevrolet,Spark,2015.0,82579.0,Tự động,Xăng
1196,285.000.000 đ,Toyota,Vios,2010.0,95000.0,Tự động,Xăng
1197,379.000.000 đ,Toyota,Vios,2017.0,56000.0,Tự động,Xăng
1198,590.000.000 đ,Mazda,3,2021.0,40000.0,Tự động,Xăng
1199,199.000.000 đ,Toyota,Zace,2005.0,47890.0,Số sàn,Xăng
1200,528.000.000 đ,Kia,Cerato,2019.0,50000.0,Tự động,Xăng
1201,499.000.000 đ,Hyundai,Accent,2022.0,10000.0,Tự động,Xăng
1202,999.000.000 đ,Mercedes Benz,V Class,2016.0,8.0,Tự động,Xăng
1203,315.000.000 đ,Isuzu,Dmax,2013.0,140000.0,Số sàn,Dầu
1204,570.000.000 đ,Ford,Transit,2019.0,190000.0,Số sàn,Dầu
1205,120.000.000 đ,Ford,Mondeo,2003.0,10.0,Tự động,Xăng
1206,550.000.000 đ,Chevrolet,Colorado,2018.0,80156.0,Tự động,Dầu
1207,510.000.000 đ,Kia,Rondo,2018.0,50000.0,Tự động,Xăng
1208,490.000.000 đ,Peugeot,3008,2016.0,80000.0,Tự động,Xăng
1209,539.000.000 đ,Ford,Focus,2019.0,38000.0,Tự động,Xăng
1210,125.000.000 đ,Mitsubishi,Jolie,2004.0,17500.0,Số sàn,Xăng
1211,486.000.000 đ,Ford,EcoSport,2020.0,60000.0,Tự động,Xăng
1212,588.000.000 đ,Nissan,X trail,2017.0,55000.0,Tự động,Xăng
1213,258.000.000 đ,Suzuki,Celerio,2018.0,50000.0,Tự động,Xăng
1214,585.000.000 đ,Toyota,Yaris,2020.0,30000.0,Tự động,Xăng
1215,395.000.000 đ,Honda,City,2017.0,56000.0,Tự động,Xăng
1216,335.000.000 đ,Toyota,Vios,2014.0,50000.0,Tự động,Xăng
1217,525.000.000 đ,Hyundai,Elantra,2020.0,40000.0,Tự động,Xăng
1218,555.000.000 đ,Honda,Civic,2018.0,55000.0,Tự động,Xăng
1219,1.030.000.000 đ,Ford,Ranger,2021.0,120.0,Tự động,Dầu
1220,959.000.000 đ,Kia,Sedona,2019.0,54000.0,Tự động,Dầu
1221,918.000.000 đ,BMW,2 Series,2021.0,20000.0,Tự động,Xăng
1222,375.000.000 đ,Ford,EcoSport,2016.0,80000.0,Tự động,Xăng
1223,625.000.000 đ,Mazda,CX 5,2018.0,20000.0,Tự động,Xăng
1224,918.000.000 đ,Toyota,Camry,2019.0,21000.0,Tự động,Xăng
1225,246.000.000 đ,Chevrolet,Captiva,2008.0,105000.0,Số sàn,Xăng
1226,605.000.000 đ,Kia,K3,2021.0,46000.0,Tự động,Xăng
1229,1.799.000.000 đ,BMW,5 Series,2019.0,38000.0,Tự động,Xăng
1230,795.000.000 đ,Toyota,Land Cruiser,2001.0,290.0,Tự động,Dầu
1231,735.000.000 đ,Peugeot,2008,2021.0,20000.0,Tự động,Xăng
1232,645.000.000 đ,Toyota,Innova,2018.0,60000.0,Tự động,Xăng
1233,598.000.000 đ,Nissan,X trail,2017.0,95000.0,Tự động,Xăng
1234,615.000.000 đ,Toyota,Fortuner,2015.0,80000.0,Số sàn,Dầu
1235,298.000.000 đ,Ford,Focus,2012.0,46000.0,Tự động,Xăng
1236,335.000.000 đ,Hyundai,Accent,2012.0,22000.0,Tự động,Xăng
1238,40.000.000 đ,Hyundai,Sonata,1991.0,158000.0,Số sàn,Xăng
1239,525.000.000 đ,Toyota,Venza,2010.0,60000.0,Tự động,Xăng
1240,739.000.000 đ,Toyota,Camry,2018.0,50000.0,Tự động,Xăng
1241,365.000.000 đ,Chevrolet,Captiva,2011.0,68000.0,Tự động,Xăng
1242,220.000.000 đ,Ford,Fiesta,2011.0,15000.0,Tự động,Xăng
1243,860.000.000 đ,Lexus,GX,2007.0,90000.0,Tự động,Xăng
1244,585.000.000 đ,Kia,Sedona,2016.0,60000.0,Tự động,Xăng
1245,1.899.000.000 đ,Mercedes Benz,GLC,2022.0,5000.0,Tự động,Xăng
1246,525.000.000 đ,Mazda,BT 50,2020.0,52000.0,Tự động,Dầu
1247,585.000.000 đ,Hyundai,Elantra,2021.0,13000.0,Tự động,Xăng
1248,595.000.000 đ,Ford,Ranger,2016.0,70000.0,Tự động,Dầu
1249,1.199.999.999 đ,Mercedes Benz,C Class,2018.0,33000.0,Tự động,Xăng
1250,689.000.000 đ,Audi,Q3,2015.0,80000.0,Tự động,Xăng
1251,365.000.000 đ,Toyota,Vios,2018.0,86945.0,Số sàn,Xăng
1252,445.000.000 đ,Acura,MDX,2008.0,75000.0,Tự động,Xăng
1253,42.000.000 đ,Toyota,Corolla,1991.0,123456.0,Số sàn,Xăng
1254,2.300.000.000 đ,Mercedes Benz,GLC Class,2022.0,6000.0,Tự động,Xăng
1255,130.000.000 đ,Mercedes Benz,Sprinter,2006.0,450000.0,Số sàn,Dầu
1256,377.000.000 đ,Hyundai,i20,2016.0,65000.0,Tự động,Xăng
1257,650.000.000 đ,Honda,Civic,2020.0,21000.0,Tự động,Xăng
1258,1.379.000.000 đ,BMW,5 Series,2018.0,13672.0,Tự động,Xăng
1259,999.000.000 đ,BMW,Z4,2010.0,32000.0,Tự động,Xăng
1260,748.000.000 đ,Peugeot,2008,2021.0,20000.0,Tự động,Xăng
1261,415.000.000 đ,Toyota,Yaris,2017.0,68686.0,Tự động,Xăng
1262,435.000.000 đ,Mazda,2,2018.0,52000.0,Tự động,Xăng
1263,265.000.000 đ,Chevrolet,Cruze,2010.0,50000.0,Tự động,Xăng
1264,279.000.000 đ,Chevrolet,Cruze,2014.0,80000.0,Tự động,Xăng
1265,475.000.000 đ,Kia,Cerato,2017.0,54000.0,Tự động,Xăng
1266,210.000.000 đ,Mitsubishi,Attrage,2016.0,95000.0,Số sàn,Xăng
1268,430.000.000 đ,Honda,City,2018.0,60000.0,Tự động,Xăng
1269,446.000.000 đ,Toyota,Vios,2019.0,62000.0,Tự động,Xăng
1270,520.000.000 đ,Toyota,Venza,2009.0,80000.0,Tự động,Xăng
1271,579.000.000 đ,Mitsubishi,Xpander,2022.0,20000.0,Tự động,Xăng
1272,525.000.000 đ,Toyota,Corolla Altis,2018.0,44000.0,Tự động,Xăng
1273,999.000.000 đ,Kia,Sorento,2021.0,39000.0,Tự động,Dầu
1274,475.000.000 đ,Ford,EcoSport,2019.0,52345.0,Tự động,Xăng
1275,162.000.000 đ,Mitsubishi,Lancer,2005.0,200000.0,Tự động,Xăng
1276,548.000.000 đ,Mazda,CX 5,2016.0,72000.0,Tự động,Xăng
1277,458.000.000 đ,Mazda,3,2017.0,68000.0,Tự động,Xăng
1278,1.585.000.000 đ,Mercedes Benz,E Class,2019.0,50000.0,Tự động,Xăng
1279,859.000.000 đ,Toyota,Fortuner,2018.0,60000.0,Bán tự động,Dầu
1280,499.000.000 đ,Mitsubishi,Xpander,2020.0,53000.0,Tự động,Xăng
1281,725.000.000 đ,Mitsubishi,Outlander,2020.0,38000.0,Tự động,Xăng
1282,325.000.000 đ,Vinfast,Fadil,2021.0,20000.0,Tự động,Xăng
1283,465.000.000 đ,Kia,Rondo,2017.0,50000.0,Tự động,Xăng
1284,960.000.000 đ,Audi,A6,2015.0,24000.0,Tự động,Xăng
1285,163.000.000 đ,Kia,Morning,2008.0,14.0,Tự động,Xăng
1286,405.000.000 đ,Ford,EcoSport,2017.0,70000.0,Tự động,Xăng
1287,1.359.000.000 đ,Mercedes Benz,GLC Class,2018.0,48000.0,Tự động,Xăng
1288,949.000.000 đ,Hyundai,Santa Fe,2021.0,36000.0,Tự động,Xăng
1289,3.499.000.000 đ,Toyota,Alphard,2019.0,54000.0,Tự động,Xăng
1290,1.099.000.000 đ,BMW,X2,2018.0,42000.0,Tự động,Xăng
1291,355.000.000 đ,Chevrolet,Cruze,2018.0,32000.0,Số sàn,Xăng
1292,318.000.000 đ,Vinfast,Fadil,2020.0,16000.0,Tự động,Xăng
1293,745.000.000 đ,Peugeot,3008,2018.0,66000.0,Tự động,Xăng
1294,620.000.000 đ,Lexus,RX,2008.0,105000.0,Tự động,Xăng
1295,375.000.000 đ,Honda,City,2017.0,95000.0,Tự động,Xăng
1296,555.000.000 đ,Toyota,Rush,2020.0,30000.0,Tự động,Xăng
1297,164.000.000 đ,Kia,Morning,2015.0,150000.0,Số sàn,Xăng
1298,495.000.000 đ,Toyota,Innova,2018.0,68000.0,Số sàn,Xăng
1299,605.000.000 đ,Mazda,BT 50,2022.0,28000.0,Tự động,Dầu
1300,350.000.000 đ,Vinfast,Fadil,2021.0,25000.0,Tự động,Xăng
1301,693.000.000 đ,Audi,Q5,2014.0,60003.0,Tự động,Xăng
